,Title,First author,Last author,Abstract,Journal,Language,Year,Month,First Author Country,Last Author Country,DOI,DOI URL
259,Soil fertility concepts over the past two centuries: the importance attributed to soil organic matter in developed and developing countries.,Christian Feller,Raphaël Manlay,No data,Informa UK Limited,en,2012.0,No data,No data,No data,10.1080/03650340.2012.693598,http://dx.doi.org/10.1080/03650340.2012.693598
260,Ecology of arable land: perspectives and challenges,Paul G. Risser,Paul G. Risser,No data,Springer Netherlands,No data,1989.0,No data,No data,No data,10.1007/978-94-009-1021-8_23,http://dx.doi.org/10.1007/978-94-009-1021-8_23
261,SOM management in the tropics: Why feeding the soil macrofauna?,Patrick Lavelle,Jean-Pierre Rossi,No data,Springer Netherlands,No data,2001.0,No data,No data,No data,10.1007/978-94-017-2172-1_6,http://dx.doi.org/10.1007/978-94-017-2172-1_6
262,Organic inputs for soil fertility management in tropical agroecosystems: application of an organic resource database.,Cheryl A Palm,Ken E Giller,No data,Elsevier BV,en,2001.0,No data,No data,No data,10.1016/s0167-8809(00)00267-x,http://dx.doi.org/10.1016/s0167-8809(00)00267-x
263,An overview of some tillage impacts on earthworm population abundance and diversity - implications for functioning in soils.,K.Y Chan,K.Y Chan,No data,Elsevier BV,en,2001.0,No data,No data,No data,10.1016/s0167-1987(00)00173-2,http://dx.doi.org/10.1016/s0167-1987(00)00173-2
264,A meta-analysis of experimental warming effects on terrestrial nitrogen pools and dynamics.,Shiqiang Wan,Yiqi Luo,No data,Wiley,No data,2001.0,No data,No data,No data,10.2307/3060925,http://dx.doi.org/10.2307/3060925
265,Handling continuous outcomes in quantitative synthesis. Methods guide for comparative effectiveness reviews.,Louise Swift,Sally Piff,No data,Macmillan Education UK,No data,2010.0,No data,No data,No data,10.1007/978-0-230-36582-7_12,http://dx.doi.org/10.1007/978-0-230-36582-7_12
266,Soil organisms as components of ecosystems Ecological Bulletins.,W. Fritsche,W. Fritsche,No data,Wiley,de,1979.0,No data,No data,No data,10.1002/jobm.3630190826,http://dx.doi.org/10.1002/jobm.3630190826
267,Earthworm management in tropical agroecosystems.,P.J Bohlen,P.J Bohlen,No data,Elsevier BV,en,2000.0,No data,No data,No data,10.1016/s0038-0717(00)00026-2,http://dx.doi.org/10.1016/s0038-0717(00)00026-2
268,Earthworm communities in grasslands and horticultural soils.,W. A. M. Didden,W. A. M. Didden,No data,Springer Science and Business Media LLC,No data,2001.0,Jul,No data,No data,10.1007/s003740000297,http://dx.doi.org/10.1007/s003740000297
269,Keys to Soil Taxonomy.,D. L. Mokma,M. Yli-Halla,No data,Wiley,en,2003.0,No data,No data,No data,10.2136/sh2003.3.0101,http://dx.doi.org/10.2136/sh2003.3.0101
270,Are miroorganisms more effective than plants at competing for nitrogen?,Angela Hodge,Alastair Fitter,No data,Elsevier BV,en,2000.0,No data,No data,No data,10.1016/s1360-1385(00)01656-3,http://dx.doi.org/10.1016/s1360-1385(00)01656-3
271,Element interactions limit soil carbon storage.,Kees-Jan van Groenigen,Chris van Kessel,"<jats:p>
            Rising levels of atmospheric CO
            <jats:sub>2</jats:sub>
            are thought to increase C sinks in terrestrial ecosystems. The potential of these sinks to mitigate CO
            <jats:sub>2</jats:sub>
            emissions, however, may be constrained by nutrients. By using metaanalysis, we found that elevated CO
            <jats:sub>2</jats:sub>
            only causes accumulation of soil C when N is added at rates well above typical atmospheric N inputs. Similarly, elevated CO
            <jats:sub>2</jats:sub>
            only enhances N
            <jats:sub>2</jats:sub>
            fixation, the major natural process providing soil N input, when other nutrients (e.g., phosphorus, molybdenum, and potassium) are added. Hence, soil C sequestration under elevated CO
            <jats:sub>2</jats:sub>
            is constrained both directly by N availability and indirectly by nutrients needed to support N
            <jats:sub>2</jats:sub>
            fixation.
          </jats:p>",Proceedings of the National Academy of Sciences,en,2006.0,No data,95616;,95616;,10.1073/pnas.0509038103,http://dx.doi.org/10.1073/pnas.0509038103
272,The role of residues management in sustainable agricultural systems.,R. Lal,R. Lal,No data,Informa UK Limited,en,1995.0,No data,No data,No data,10.1300/j064v05n04_06,http://dx.doi.org/10.1300/j064v05n04_06
273,The meta-analysis of response ratios in experimental ecology.,Larry V. Hedges,Peter S. Curtis,No data,Wiley,No data,1999.0,No data,No data,No data,10.2307/177062,http://dx.doi.org/10.2307/177062
274,Assessing the effect of elevated carbon dioxide on soil carbon: A comparison of four meta-analyses.,BRUCE A. HUNGATE,CRAIG W. OSENBERG,"<jats:title>Abstract</jats:title><jats:p>Soil is the largest reservoir of organic carbon (C) in the terrestrial biosphere and soil C has a relatively long mean residence time. Rising atmospheric carbon dioxide (CO<jats:sub>2</jats:sub>) concentrations generally increase plant growth and C input to soil, suggesting that soil might help mitigate atmospheric CO<jats:sub>2</jats:sub> rise and global warming. But to what extent mitigation will occur is unclear. The large size of the soil C pool not only makes it a potential buffer against rising atmospheric CO<jats:sub>2</jats:sub>, but also makes it difficult to measure changes amid the existing background. Meta‐analysis is one tool that can overcome the limited power of single studies. Four recent meta‐analyses addressed this issue but reached somewhat different conclusions about the effect of elevated CO<jats:sub>2</jats:sub> on soil C accumulation, especially regarding the role of nitrogen (N) inputs. Here, we assess the extent of differences between these conclusions and propose a new analysis of the data. The four meta‐analyses included different studies, derived different effect size estimates from common studies, used different weighting functions and metrics of effect size, and used different approaches to address nonindependence of effect sizes. Although all factors influenced the mean effect size estimates and subsequent inferences, the approach to independence had the largest influence. We recommend that meta‐analysts critically assess and report choices about effect size metrics and weighting functions, and criteria for study selection and independence. Such decisions need to be justified carefully because they affect the basis for inference. Our new analysis, with a combined data set, confirms that the effect of elevated CO<jats:sub>2</jats:sub> on net soil C accumulation increases with the addition of N fertilizers. Although the effect at low N inputs was not significant, statistical power to detect biogeochemically important effect sizes at low N is limited, even with meta‐analysis, suggesting the continued need for long‐term experiments.</jats:p>",Wiley,en,2009.0,Feb,No data,No data,10.1111/j.1365-2486.2009.01866.x,http://dx.doi.org/10.1111/j.1365-2486.2009.01866.x
275,Statistical Methods for Meta-analysis.,No data,No data,No data,Elsevier,No data,1985.0,No data,No data,No data,10.1016/c2009-0-03396-0,http://dx.doi.org/10.1016/c2009-0-03396-0
276,"A meta-analysis of elevated CO2 effects on woody plant mass, form and physiology.",Peter S. Curtis,Xianzhong Wang,No data,Springer Science and Business Media LLC,No data,1998.0,No data,No data,No data,10.1007/s004420050381,http://dx.doi.org/10.1007/s004420050381
277,The file drawer problem and tolerance for null results.,Robert Rosenthal,Robert Rosenthal,No data,American Psychological Association (APA),en,1979.0,No data,No data,No data,10.1037//0033-2909.86.3.638,http://dx.doi.org/10.1037//0033-2909.86.3.638
278,"Metawin: Statistical Software for Meta-Analysis, Version 2.0.",Goran Arnqvist,Goran Arnqvist,No data,University of Chicago Press,en,1998.0,No data,No data,No data,10.1086/420179,http://dx.doi.org/10.1086/420179
